student_names,phone_no.,math,physics,chemistry,grade,comment,roll_no.,school_name,student_address
Dr. Melissa Andrews,9847535586,97,10,24,D,Poor Pursuance,551063,Martin Luther School,"21547 Brenda Shore Suite 116, East Matthew, SD 36273"
Brendan Martin,9138916895,88,44,64,B,Average Performance,567943,Martin Luther School,"23526 Wayne Crossroad, Edwardfort, NE 36423"
Christy Faulkner,9549736455,94,17,100,B,Average Performance,556859,Martin Luther School,"01737 Eric View Apt. 118, Fowlermouth, DE 09878"
Barbara Castaneda,9417387728,13,27,30,F,Failed,533873,Martin Luther School,"604 Johnny Port, Lake Brentport, CT 82027"
Erin Bell,9886841419,41,95,81,B+,Good Pursuance,522971,Martin Luther School,"0772 Daniel Alley Apt. 379, Alexandrastad, DE 93267"
Mr. Kevin Smith,9551617847,96,24,91,B,Average Performance,568542,Martin Luther School,"8356 Brenda Rapid Apt. 175, Nicoleside, WY 40077"
Ricky Beck,9646069980,76,69,58,B,Average Performance,527277,Martin Luther School,"6959 Greene Divide, Nicholasview, AS 14549"
Melissa Fisher,9902675042,73,81,69,B+,Good Pursuance,541332,Martin Luther School,"4760 Nicholas Centers Apt. 401, Kaitlinhaven, MI 66413"
Terry Ramos,9998420023,18,57,36,D,Poor Pursuance,535590,Martin Luther School,"3780 Garcia Fork Apt. 047, Julieshire, OK 84554"
Scott Beard,9531410848,38,78,49,C,Below Average Achivement,536222,Martin Luther School,"81531 Paul Burg Apt. 288, North Jason, CO 50755"
Maria Perez,9238054728,45,16,68,D,Poor Pursuance,527557,Martin Luther School,"35451 Jacqueline Flat, Gutierrezton, IL 75778"
Teresa Padilla,9266222863,65,53,73,B,Average Performance,503856,Martin Luther School,"95577 Parsons Harbor Suite 291, Hallton, MH 66963"
Dennis Shelton,9223828741,23,55,40,D,Poor Pursuance,567304,Martin Luther School,"2151 Michelle Divide Suite 305, Lemouth, AL 35990"
Ebony Harris,9408985351,96,32,18,D,Poor Pursuance,569742,Martin Luther School,"8061 Walker Junction, Robertport, RI 78464"
Barbara Grant,9656162869,86,82,22,B,Average Performance,519796,Martin Luther School,"2241 Chaney Valleys, Andersonside, WA 10883"
Kenneth Gaines,9431882940,11,26,22,F,Failed,535780,Martin Luther School,"417 Barbara Land Apt. 473, South Andrewmouth, UT 30126"
Diana Pugh,9511990424,67,40,49,C,Below Average Achivement,505321,Martin Luther School,"83716 Tanner Cove Suite 993, South Robertshire, NY 05787"
John Bradley,9848883032,45,74,85,B,Average Performance,581945,Martin Luther School,"4226 Blanchard Underpass Apt. 256, Rogersfurt, MS 50341"
Dennis Jimenez,9676701778,91,71,100,A,Very Good Achivement,572171,Martin Luther School,"21278 Ronald Pike, New Heatherstad, KY 98167"
Melissa Knight,9459356612,33,94,10,D,Poor Pursuance,580940,Martin Luther School,"195 Karen Point, Jessicabury, DE 92178"
Joseph Bridges,9194766158,79,44,11,D,Poor Pursuance,577673,Martin Luther School,"37641 Henson Plaza, Lake Johnstad, LA 89195"
Tara Baker,9809048804,12,40,87,D,Poor Pursuance,516729,Martin Luther School,"3134 Garner Bypass Suite 817, South Alexander, MO 18097"
Mercedes Mills,9788634834,25,66,99,B,Average Performance,553566,Martin Luther School,"701 Elliott Village, West Nicholas, VT 59469"
Brandon Thomas,9588428481,14,87,75,C,Below Average Achivement,557410,Martin Luther School,"2958 Harris Row, North Seanmouth, ME 05517"
Alexandra King,9285401541,54,32,93,C,Below Average Achivement,546464,Martin Luther School,"664 Rachael Square, Chelseamouth, AK 24408"
Danielle Miller,9727347631,61,50,38,D,Poor Pursuance,528035,Martin Luther School,"1380 Morgan Junctions, Andersonville, AK 47294"
Isabella Parker,9579388699,22,54,46,D,Poor Pursuance,596202,Martin Luther School,"73337 Adam Route, South Terrifurt, AR 91336"
Bethany Sanders,9372807133,92,39,47,C,Below Average Achivement,567500,Martin Luther School,"13753 Emily Isle Apt. 997, Port Monique, NC 05943"
Jenna Gregory,9175714473,95,25,29,D,Poor Pursuance,520549,Martin Luther School,"11684 Todd Land, West Steven, SD 37517"
Mark Roberts,9800428646,49,23,99,C,Below Average Achivement,581370,Martin Luther School,"19971 Cynthia Mill Apt. 781, Stephaniehaven, IN 00649"
Rhonda Gonzalez,9841823158,41,51,12,D,Poor Pursuance,536654,Martin Luther School,"2068 Bryant Summit Apt. 850, Lake Robert, OH 13867"
Kelsey Henry,9289283404,23,58,84,C,Below Average Achivement,517537,Martin Luther School,"99854 Ruth Hill Suite 533, South Omar, MN 56226"
Sara Torres,9728571165,98,40,86,B+,Good Pursuance,574686,Martin Luther School,"Unit 0565 Box 9334, DPO AE 49287"
Rebekah Price,9036393983,16,52,62,D,Poor Pursuance,560926,Martin Luther School,"PSC 5230, Box 2887, APO AE 59625"
Linda Mckay,9609717522,71,33,84,B,Average Performance,555431,Martin Luther School,"40385 Spence Harbors Suite 348, Elliottstad, HI 36224"
Adrian Lamb,9503852924,74,89,74,B+,Good Pursuance,573035,Martin Luther School,"USNV Elliott, FPO AE 51684"
Barbara Gray,9791817098,33,25,35,F,Failed,553650,Martin Luther School,"1231 Brennan Street Suite 892, Shawnatown, PR 05199"
Laurie Gallagher,9207713036,33,79,41,C,Below Average Achivement,536156,Martin Luther School,"13647 Johnson Forks, Duaneberg, AS 82733"
Brandon Baker,9939569609,24,27,91,D,Poor Pursuance,573141,Martin Luther School,"88559 Andrew Underpass, West Willieshire, WY 97683"
Julia Gilmore,9761649906,37,80,58,C,Below Average Achivement,512125,Martin Luther School,"9653 Brandon Dale Suite 994, Kathrynton, ID 66312"
Julia Shepherd,9751305048,21,61,45,D,Poor Pursuance,513322,Martin Luther School,"817 Nichols Spurs Apt. 001, Dannyport, VT 68356"
Jacob Kelley,9591654784,75,84,48,B,Average Performance,553523,Martin Luther School,"38842 Laura Springs, New Michaelland, CO 92082"
Leslie Lewis,9097347524,55,43,72,C,Below Average Achivement,506423,Martin Luther School,"692 Bryan Haven, West Rachel, UT 29275"
Ian Rivers,9690442804,62,80,51,B,Average Performance,527665,Martin Luther School,"437 Joshua Row Suite 219, New Rebeccaside, NV 08006"
Evan Hull,9633693525,96,50,53,B,Average Performance,573537,Martin Luther School,"403 Connie Hill, Garretthaven, AS 47203"
Christopher Montgomery,9352470799,86,28,71,B,Average Performance,508046,Martin Luther School,"37699 Hill Walk Apt. 251, Kerrtown, CT 93795"
Charles Sutton,9998855687,48,100,68,B+,Good Pursuance,580314,Martin Luther School,"9567 Maddox Crossing Apt. 358, South Joelshire, NV 39117"
Amanda Cox,9179138217,43,80,73,B,Average Performance,576940,Martin Luther School,"06445 James Fall, Gillville, AR 12224"
Brittany Gray,9778076625,21,98,13,D,Poor Pursuance,545636,Martin Luther School,"6732 Jason Springs, East Shannonbury, DE 39512"
Cody Gibson,9026422823,95,100,85,A+,Excellent Performance,574654,Martin Luther School,"79050 Timothy Ramp Suite 713, Port Ashleyburgh, AR 41507"
Becky Bates,9851087460,23,48,83,C,Below Average Achivement,527606,Martin Luther School,"Unit 8792 Box 6672, DPO AE 84473"
Richard Davis,9736751808,44,53,11,D,Poor Pursuance,525377,Martin Luther School,"97803 Martinez Green, West Jeremy, NJ 13990"
Shannon Monroe,9888997248,37,53,65,C,Below Average Achivement,510610,Martin Luther School,"Unit 7465 Box 8910, DPO AP 62883"
Joshua Murillo,9540389506,98,54,37,B,Average Performance,594678,Martin Luther School,"524 Ewing Mountain Suite 900, Lake Aaron, MS 98663"
Sarah Ward,9027641808,77,20,93,B,Average Performance,523635,Martin Luther School,"8709 Jack Estate, Brandonfurt, MS 50685"
James Jimenez,9268073090,12,30,39,F,Failed,556163,Martin Luther School,"463 John Summit, East Amandatown, IN 69775"
Michael Mccarthy,9352052820,87,13,32,D,Poor Pursuance,529806,Martin Luther School,"240 Lauren Streets, Traviston, MT 48351"
Robin Richardson,9732253651,59,26,89,C,Below Average Achivement,520142,Martin Luther School,"293 Garcia Ports, West Jillhaven, PR 16115"
Carol Rice,9872496990,76,30,54,C,Below Average Achivement,532403,Martin Luther School,"0831 Stephen Rue Suite 014, Patriciafurt, IA 96976"
Anthony Anderson,9850349863,42,41,25,D,Poor Pursuance,531820,Martin Luther School,"3604 James Junction Apt. 448, Downsfort, NE 44975"
Jessica Jackson,9600452168,55,60,84,B,Average Performance,578731,Martin Luther School,"3874 Debra Turnpike, Ninaland, MS 09915"
Heather Romero,9586192537,11,78,82,C,Below Average Achivement,526733,Martin Luther School,"5627 Faulkner Inlet, Lindseyville, NH 99817"
Steven Davis,9469759307,32,18,98,D,Poor Pursuance,513058,Martin Luther School,"70034 Brandy Square, New Karenfurt, PW 14221"
Terri Anderson,9501729812,68,64,26,C,Below Average Achivement,538942,Martin Luther School,"889 Cortez Lodge, Saundersberg, DE 93157"
Ashley Walters,9846956058,96,71,39,B,Average Performance,544360,Martin Luther School,"51264 Murphy Causeway, East Douglaston, AS 78245"
Jennifer Smith,9889973057,95,46,42,B,Average Performance,553187,Martin Luther School,"25784 Thompson Extensions, West Danielleburgh, NM 90596"
Jesus Wagner,9670825863,58,99,45,B,Average Performance,527745,Martin Luther School,"160 Willis Points Suite 526, Lake Mark, UT 40551"
Melissa Lee,9570026425,24,57,38,D,Poor Pursuance,522331,Martin Luther School,"9267 Evans Lights, Erinmouth, MT 00530"
Linda Morales,9003519259,47,33,27,D,Poor Pursuance,502511,Martin Luther School,"7048 Andre Trail, Cindymouth, NV 95311"
Michael Gentry,9117774182,47,38,35,D,Poor Pursuance,560535,Martin Luther School,"PSC 3861, Box 0636, APO AE 46694"
Corey Matthews,9349491691,59,11,19,F,Failed,539538,Martin Luther School,"28444 Jessica Harbor Apt. 384, Pittmanstad, FL 12400"
Cody Lucas,9496002238,87,57,15,C,Below Average Achivement,582093,Martin Luther School,"PSC 8501, Box 4548, APO AP 47744"
Kristen Evans,9544847797,63,78,53,B,Average Performance,590254,Martin Luther School,"7053 Gonzales Route Suite 752, New Lisa, TN 80812"
Albert Woods,9975878535,22,98,14,D,Poor Pursuance,555772,Martin Luther School,"0980 Finley Point Suite 022, Kennedyberg, VI 66035"
Jerry Ellis,9504511054,74,13,58,D,Poor Pursuance,569395,Martin Luther School,"7075 Deborah Park Apt. 964, New David, MN 73920"
Ralph Davila,9504169910,36,50,74,C,Below Average Achivement,565074,Martin Luther School,"136 Rodriguez Row Suite 683, Johnmouth, IA 69250"
Christopher Lowe,9257289166,76,51,67,B,Average Performance,559609,Martin Luther School,"75863 Cheryl Ferry, West Melissa, NH 89098"
Tyler Harmon,9682615772,84,90,74,A,Very Good Achivement,544295,Martin Luther School,"978 Heather Alley, Brittanyberg, AS 48111"
Karen Floyd,9738630111,37,79,81,B,Average Performance,595996,Martin Luther School,"PSC 4587, Box 6533, APO AE 41463"
Mark Ibarra,9238598671,54,83,99,B+,Good Pursuance,502328,Martin Luther School,"9230 Richard Lock, Gordontown, FM 51276"
Jon Jones,9352127942,58,71,63,B,Average Performance,563207,Martin Luther School,"PSC 7739, Box 0012, APO AP 09562"
Leah Valdez,9708604553,90,29,18,D,Poor Pursuance,584726,Martin Luther School,"74872 Fox Ville Suite 885, Rodneybury, MO 74124"
Dennis Crawford,9270550754,77,60,85,B+,Good Pursuance,541946,Martin Luther School,"USCGC Turner, FPO AE 04215"
Leslie Jones,9969311043,33,61,31,D,Poor Pursuance,520357,Martin Luther School,"57187 Kimberly Fork Apt. 575, North David, CA 87410"
Joseph Davis,9150244970,55,35,88,C,Below Average Achivement,501184,Martin Luther School,"0429 Jared Forest Apt. 141, West Melanie, MN 53707"
Nicholas Lane,9278595923,47,30,48,D,Poor Pursuance,519539,Martin Luther School,"5826 Hale Garden, West Lisaland, MI 11784"
David Rangel,9474185417,45,24,61,D,Poor Pursuance,597607,Martin Luther School,"997 Dawn Burgs, Scotthaven, WV 16392"
Dan Wilson,9704714386,75,99,65,B+,Good Pursuance,521213,Martin Luther School,"432 Moran Squares, Samanthachester, WV 61861"
Kevin Hester,9631682308,68,24,74,C,Below Average Achivement,517080,Martin Luther School,"20263 Michael Drive, Lake Scottmouth, RI 54732"
Jenny Phillips,9820986238,67,85,78,B+,Good Pursuance,546141,Martin Luther School,"703 Mitchell Gateway Suite 458, Davidton, FL 54552"
Rodney Hayden,9244278776,13,96,67,C,Below Average Achivement,547627,Martin Luther School,"2777 Jimenez Center Apt. 507, Smithside, MD 33151"
Shane Garcia,9450693318,94,48,70,B,Average Performance,543194,Martin Luther School,"839 Wilkins Hill Suite 587, East Andrew, WA 37389"
Jennifer Joyce,9003965690,16,65,72,C,Below Average Achivement,537231,Martin Luther School,"Unit 7355 Box 8993, DPO AP 61168"
Barbara Kelley,9358599685,62,43,29,D,Poor Pursuance,559191,Martin Luther School,"0449 Philip Stream, Davidburgh, WA 88384"
Sarah Dyer,9204539550,78,97,95,A,Very Good Achivement,518147,Martin Luther School,"321 Brandi Spring, Lake Autumnberg, MI 72979"
Katherine Green,9531398092,35,97,29,C,Below Average Achivement,529810,Martin Luther School,"9467 Scott Heights Suite 228, Smithport, MD 76215"
John Johnson,9033905196,50,32,82,C,Below Average Achivement,528567,Martin Luther School,"466 Vang Avenue Suite 647, Lindachester, NE 64364"
Mark Farmer,9110020836,46,85,85,B+,Good Pursuance,568339,Martin Luther School,"2057 Pitts Islands Apt. 320, Thomashaven, IA 98083"
Brian Bond,9722379230,86,96,86,A,Very Good Achivement,542638,Martin Luther School,"086 Jessica Road, Mosesfurt, NJ 31072"
Samantha Villarreal,9486287784,86,34,54,C,Below Average Achivement,541378,Martin Luther School,"043 Wells Center, Newmanside, MO 44851"
Jonathon Russell,9976372446,66,34,71,C,Below Average Achivement,572807,Martin Luther School,"417 Barker Center, Sherryhaven, IL 58765"
Trevor Mann,9781791517,89,49,40,C,Below Average Achivement,548145,Martin Luther School,"4485 Morris Cliff, Larrymouth, TX 69967"
Michelle Henry,9332811261,63,14,59,D,Poor Pursuance,582531,Martin Luther School,"55204 Mcmahon Roads Apt. 753, New Jeffery, IN 22349"
Regina Evans,9620396816,43,51,23,D,Poor Pursuance,538201,Martin Luther School,"75564 Davis Island Suite 473, Michaelborough, RI 65440"
David Meyer,9403284932,40,83,50,C,Below Average Achivement,503378,Martin Luther School,"58788 Jacobs Harbor, Thomasberg, FL 94423"
Dr. Robert Hubbard,9721476464,55,52,48,C,Below Average Achivement,580907,Martin Luther School,"9465 Carla Club, Ibarrastad, CA 55825"
Kelly Sanchez,9841060215,28,91,13,D,Poor Pursuance,516973,Martin Luther School,"710 Benton Rapids Suite 750, Lake Garrett, FM 12086"
Joseph Hill,9699253239,43,45,46,D,Poor Pursuance,511459,Martin Luther School,"050 Fuentes Rue Apt. 217, Lake Michaelview, NH 18432"
Angel Lowe,9561745345,94,71,88,A,Very Good Achivement,540151,Martin Luther School,"Unit 0922 Box 7952, DPO AP 67710"
Sara Woodward,9505614264,30,93,10,D,Poor Pursuance,559032,Martin Luther School,"8394 Gregory Ports, Willisside, VI 30982"
Cynthia Walker,9516238318,60,69,55,B,Average Performance,568613,Martin Luther School,"032 Holly Course Suite 784, Tylerberg, NE 94498"
Matthew Kelley,9241688369,92,64,30,B,Average Performance,578038,Martin Luther School,"0709 Jones Vista Apt. 219, East Carlyton, KS 06565"
Mrs. Kathy Tyler DDS,9062716710,15,56,21,F,Failed,576408,Martin Luther School,"371 Wendy Fall Apt. 898, Port Michaelmouth, HI 24251"
Laura Gutierrez,9698994222,80,91,98,A,Very Good Achivement,527611,Martin Luther School,"2484 Dana Extension Suite 593, Aguirreburgh, CT 87345"
Jeffrey Frank,9370755897,33,84,12,D,Poor Pursuance,557000,Martin Luther School,"Unit 5948 Box 2166, DPO AE 38663"
John Mcmillan,9827888179,22,77,78,C,Below Average Achivement,555341,Martin Luther School,"0002 Ann Route, Lake Phillipburgh, MS 50944"
Brett Wallace,9118744544,43,67,49,C,Below Average Achivement,575927,Martin Luther School,"70963 Michael Manors Suite 188, Turnerfort, AL 50772"
John Robinson,9554973113,71,36,45,D,Poor Pursuance,502707,Martin Luther School,"40831 Logan Crest, New Bryanfurt, NJ 94552"
Adam Price,9885183563,76,25,92,B,Average Performance,506159,Martin Luther School,"914 Christopher Lake Suite 280, Bartonview, MH 74643"
Rachel Carter,9646178643,65,83,38,B,Average Performance,582709,Martin Luther School,"508 Washington Causeway Suite 870, Wrightside, SC 19652"
Jeffrey Diaz,9642992952,38,100,85,B+,Good Pursuance,542556,Martin Luther School,"641 Aaron Row Apt. 837, Shawfort, MT 27914"
Kelsey Nguyen,9423442341,46,92,20,C,Below Average Achivement,518922,Martin Luther School,"72079 Norris Track, Valerieport, SC 04169"
Jamie Edwards,9816700876,41,29,28,F,Failed,531697,Martin Luther School,"659 Finley Crescent Suite 758, Tuckerton, CA 44790"
Chase Smith,9352165132,35,15,38,F,Failed,590031,Martin Luther School,"1308 Sharp Light, East Jasonmouth, NV 56362"
Ashley Turner,9327337238,37,31,83,D,Poor Pursuance,587447,Martin Luther School,"36149 Anthony Courts Apt. 475, Gutierrezmouth, MI 90938"
Angel Martinez,9044674525,23,48,45,D,Poor Pursuance,504531,Martin Luther School,"22523 Thompson Street Suite 604, East Matthewfort, OH 98893"
Adam Myers,9610364534,13,100,69,C,Below Average Achivement,578827,Martin Luther School,"775 Nguyen Parkway Apt. 547, Jeffreytown, AS 06533"
Nathan Lee,9242663898,56,96,51,B,Average Performance,520061,Martin Luther School,"34112 Harper Key, Rodneymouth, WI 15871"
Jose Wells,9347283282,91,19,62,C,Below Average Achivement,537267,Martin Luther School,"0084 Jones Mountain, West Joseph, FM 83234"
Zachary Lee,9283478555,91,88,17,B,Average Performance,556363,Martin Luther School,"PSC 4145, Box 3726, APO AP 11882"
Lauren Hughes,9869103875,33,18,38,F,Failed,574678,Martin Luther School,"7877 Michael Cliffs Apt. 320, Jonathanville, GA 01238"
Anthony Thomas,9316416066,29,58,35,D,Poor Pursuance,512284,Martin Luther School,"233 Denise Viaduct, South Clayton, NH 01179"
Javier Gordon,9246065313,98,14,65,C,Below Average Achivement,502038,Martin Luther School,"533 Walters Common, North Suzannetown, TN 21964"
Frederick Sullivan,9029181513,46,89,59,B,Average Performance,575710,Martin Luther School,"328 Sarah Tunnel Suite 335, New Michaelberg, LA 37769"
Karen Frazier,9004911157,60,72,18,D,Poor Pursuance,597705,Martin Luther School,"93878 Coleman Alley, North Candace, TX 17211"
Mrs. Nancy Reyes,9069994709,75,87,35,B,Average Performance,560601,Martin Luther School,"2960 Johnson Forges Suite 801, Lake Lynnfurt, ME 04404"
Jean Noble,9320519318,56,87,87,B+,Good Pursuance,517502,Martin Luther School,"9798 Grant View, North Matthew, UT 38347"
Melissa Rodriguez,9677568156,85,19,37,D,Poor Pursuance,598190,Martin Luther School,"1377 Amber Union Apt. 373, South Tina, SD 60498"
John Robertson,9857786517,29,63,40,D,Poor Pursuance,597180,Martin Luther School,"98500 Lindsey Grove, Haleyborough, NE 96446"
Destiny Smith,9772644499,21,40,46,D,Poor Pursuance,582453,Martin Luther School,"62012 Brianna Lane Suite 965, Williamston, OR 29466"
