student_id,full_name,date_of_birth,grade_level,emergency_contact,age,attendance_rate,hw_done_rate,avg_score,stress_level_x,anxiety_score_x,depression_score_x,sentiment_score_x,sleep_hours_x,msg_count,last_contact,stress_level_y,anxiety_score_y,depression_score_y,sentiment_score_y,sleep_hours_y
S01292,Anthony Doyle,2013-02-14,Grade 1,(595)771-2323x216,12.0,0.0,0.0,43.0,,,,,,,,,,,,
S01293,Joseph West,2015-10-17,Grade 4,507-914-6034,10.0,0.0,0.0,60.0,,,,,,,,,,,,
S01294,Brian Parker Jr.,2011-03-22,Grade 4,514.962.3915x5760,14.0,0.0,1.0,79.0,,,,,,,,,,,,
S01295,John Foley,2012-11-04,Grade 3,(619)640-6598x733,13.0,0.0,1.0,88.0,,,,,,,,,,,,
S01296,Morgan Rivera,2008-12-14,Grade 4,(249)655-5267,16.0,0.0,1.0,64.0,,,,,,,,,,,,
S01297,Justin Singh,2010-12-16,Grade 4,unknown,14.0,0.0,1.0,87.0,,,,,,,,,,,,
S01298,kimberly wood,2016-02-25,Grade 3,966-436-8639x983,9.0,0.0,1.0,55.0,,,,,,,,,,,,
S01299,Alex Evans,2013-12-26,Grade 5,748.320.9478x12519,11.0,0.0,0.0,94.0,,,,,,,,,,,,
S01300,Vincent Mclaughlin,2008-02-18,Grade 4,827.350.6174x263,17.0,0.0,0.0,52.0,,,,,,,,,,,,
S01301,Mary Davies,2008-05-20,Grade 4,+1-292-365-6226x50221,17.0,0.0,0.0,57.0,,,,,,,,,,,,
S01302,Ashley Jackson,2007-04-20,Grade 4,+1-497-990-7932,18.0,0.0,1.0,83.0,,,,,,,,,,,,
S01303,Brent Hudson,2010-11-27,Grade 4,+1-394-739-9631x0847,14.0,1.0,1.0,81.0,,,,,,,,,,,,
S01304,Laurie Booker,2012-10-10,Grade 3,426-671-9582x788,13.0,0.0,1.0,97.0,,,,,,,,,,,,
S01305,Christopher Casey,2009-04-10,Grade 4,+1-725-480-5765,16.0,0.0,1.0,85.0,,,,,,,,,,,,
S01306,Joseph Torres,2017-12-23,Grade 5,962-423-0708x078,7.0,0.0,0.0,95.0,,,,,,,,,,,,
S01307,Courtney Pena,2010-11-24,Grade 3,778.720.9630,14.0,1.0,0.0,62.0,,,,,,,,,,,,
S01308,Patricia Coffey,2016-10-05,Grade 2,659-714-9370,9.0,0.0,0.0,70.0,,,,,,,,,,,,
S01309,jessica green,2009-09-30,Grade 5,899-221-1214x836,16.0,1.0,1.0,40.0,,,,,,,,,,,,
S01310,Melissa Robinson,2018-10-23,Grade 4,+1-520-294-6179x3265,7.0,0.0,1.0,70.0,,,,,,,,,,,,
S01311,Jennifer Harris,2007-08-08,Grade 1,+1-410-845-2075,18.0,0.0,1.0,70.0,,,,,,,,,,,,
S01312,Ronald Rios,,Grade 2,929.923.0036x122,13.0,1.0,0.0,58.0,,,,,,,,,,,,
S01313,Travis Jefferson,2011-06-10,Grade 1,001-912-755-5286x01650,14.0,0.0,0.0,76.0,,,,,,,,,,,,
S01314,Alicia Sheppard,2015-02-09,Grade 2,001-290-346-4819x75527,10.0,1.0,1.0,70.0,,,,,,,,,,,,
S01315,Johnathan Little,2009-09-09,Grade 5,5595534104,16.0,1.0,1.0,96.0,,,,,,,,,,,,
S01316,James Roman,2013-02-10,Grade 4,(581)247-7418x321,12.0,0.0,0.0,55.0,,,,,,,,,,,,
S01317,Kirk Lowery,2009-04-04,Grade 3,001-756-389-1654x88814,16.0,0.0,1.0,70.0,,,,,,,,,,,,
S01318,Michael Johnson,2006-08-02,Grade 5,001-905-755-2744x8202,19.0,0.0,1.0,61.0,,,,,,,,,,,,
S01319,Mrs. Kimberly Henderson,2008-03-14,Grade 5,+1-600-608-1114x2346,17.0,0.0,0.0,70.0,,,,,,,,,,,,
S01320,Dean Mccullough MD,2014-09-12,Grade 1,+1-488-552-8381x430,11.0,1.0,0.0,81.0,,,,,,,,,,,,
S01321,Natalie Ferguson,2011-01-12,Grade 5,2015326383,14.0,1.0,0.0,43.0,,,,,,,,,,,,
S01322,michael baker,2010-12-28,Grade 5,(713)736-2405,14.0,0.0,0.0,56.0,,,,,,,,,,,,
S01323,Tonya Romero,2012-09-23,Grade 4,713-947-2943x1580,13.0,0.0,1.0,100.0,,,,,,,,,,,,
S01324,Megan Owens,2012-08-06,Grade 3,8748374587,13.0,0.0,0.0,71.0,,,,,,,,,,,,
S01325,Ashley Moon,2010-09-07,Grade 3,001-650-264-0626x70584,15.0,0.0,0.0,100.0,,,,,,,,,,,,
S01326,Jamie Carey,2011-04-27,Grade 4,353-543-8072,14.0,1.0,1.0,64.0,,,,,,,,,,,,
S01327,Daniel Fuller,2014-08-21,Grade 3,+1-453-417-7519x308,11.0,0.0,0.0,56.0,,,,,,,,,,,,
S01328,Darlene Garcia,2007-11-24,Grade 1,958.675.5869,17.0,0.0,0.0,94.0,,,,,,,,,,,,
S01329,Billy Hernandez,2016-11-28,Grade 4,001-780-360-6566x7963,8.0,0.0,0.0,70.0,,,,,,,,,,,,
S01330,Ashley Wheeler,2017-11-18,Grade 4,(668)294-2031,8.0,0.0,1.0,56.0,,,,,,,,,,,,
S01331,Cassandra Decker,2009-12-31,Grade 1,(696)295-6020x703,15.0,0.0,0.0,60.0,,,,,,,,,,,,
S01332,Manuel Flores,,Grade 4,+1-816-617-5499,13.0,1.0,0.0,70.0,,,,,,,,,,,,
S01333,Melissa Mills,2014-06-29,Grade 2,225-572-9985,11.0,1.0,1.0,77.0,,,,,,,,,,,,
S01334,Jesse Wright,2008-04-21,Grade 3,+1-644-278-7644,17.0,0.0,1.0,63.0,,,,,,,,,,,,
S01335,Mary Lopez,2006-12-11,Grade 5,(952)464-3133x6815,18.0,0.0,0.0,55.0,,,,,,,,,,,,
S01336,Robert Bennett,2017-10-31,Grade 4,884-362-9491,8.0,0.0,0.0,93.0,,,,,,,,,,,,
S01337,Martha Collins,,Grade 4,(445)525-4993,13.0,0.0,0.0,47.0,,,,,,,,,,,,
S01338,Alexis Sullivan,,Grade 3,3865752500,13.0,0.0,1.0,98.0,,,,,,,,,,,,
S01339,holly hunt,2015-01-29,Grade 1,(539)338-4374x206,10.0,0.0,0.0,100.0,,,,,,,,,,,,
S01340,tara dunn,2016-04-28,Grade 1,001-852-683-7062x012,9.0,1.0,0.0,98.0,,,,,,,,,,,,
S01341,Diana Lynch,2017-10-22,Grade 3,972-963-2281x39788,8.0,1.0,0.0,70.0,,,,,,,,,,,,
S01342,Terry Fox,2014-05-01,Grade 1,9625941349,11.0,0.0,1.0,41.0,,,,,,,,,,,,
S01343,kristin lee,2018-10-11,Grade 1,+1-462-213-2972x90971,7.0,1.0,0.0,49.0,,,,,,,,,,,,
S01344,James Sullivan,2014-05-07,Grade 5,001-642-945-5581x32437,11.0,0.0,0.0,69.0,,,,,,,,,,,,
S01345,jared campbell,2015-04-29,Grade 4,(975)295-6108,10.0,0.0,0.0,51.0,,,,,,,,,,,,
S01346,michelle cruz dvm,2007-09-16,Grade 4,369-529-3393x77522,18.0,0.0,1.0,42.0,,,,,,,,,,,,
S01347,hannah munoz,2016-06-24,Grade 5,(571)506-3043,9.0,1.0,1.0,63.0,,,,,,,,,,,,
S01348,derrick gomez,2007-04-01,Grade 3,(300)460-8426x9391,18.0,0.0,0.0,70.0,,,,,,,,,,,,
S01349,Joshua Martinez,2011-07-17,Grade 5,001-677-737-5172x0092,14.0,0.0,0.0,48.0,,,,,,,,,,,,
S01350,Timothy Rice,2012-01-15,Grade 1,unknown,13.0,0.0,0.0,73.0,,,,,,,,,,,,
S01351,Tammy Small,2019-01-03,Grade 5,312.894.1494,6.0,1.0,1.0,92.0,,,,,,,,,,,,
S01352,Tina Fox,2016-06-25,Grade 5,+1-622-300-5360x85456,9.0,0.0,0.0,88.0,,,,,,,,,,,,
S01353,George Edwards,2006-08-06,Grade 4,unknown,19.0,0.0,0.0,80.0,,,,,,,,,,,,
S01354,Phillip Young,2016-04-13,Grade 1,909.876.5746,9.0,0.0,1.0,71.0,,,,,,,,,,,,
S01355,Bryan Williams,2006-03-12,Grade 1,946.362.6023x982,19.0,0.0,0.0,94.0,,,,,,,,,,,,
S01356,Candace Lee,2009-01-23,Grade 2,001-482-251-8908,16.0,0.0,1.0,76.0,,,,,,,,,,,,
S01357,Kara Anderson,2008-10-21,Grade 1,573-831-3375x648,17.0,0.0,1.0,68.0,,,,,,,,,,,,
S01358,Donald King,2011-11-11,Grade 3,(648)822-8443x743,14.0,0.0,1.0,53.0,,,,,,,,,,,,
S01359,Melissa Casey,2016-03-10,Grade 2,001-387-954-4073x494,9.0,1.0,1.0,87.0,,,,,,,,,,,,
S01360,Danny Jennings,2013-05-19,Grade 3,+1-957-651-7145,12.0,1.0,1.0,46.0,,,,,,,,,,,,
S01361,Mr. Ricky Daniels,2015-09-11,Grade 3,8386094294,10.0,0.0,1.0,47.0,,,,,,,,,,,,
S01362,Charlene Reyes,2015-12-27,Grade 1,+1-540-964-7376x423,9.0,0.0,1.0,91.0,,,,,,,,,,,,
S01363,Timothy Clayton,2016-06-17,Grade 2,unknown,9.0,0.0,0.0,77.0,,,,,,,,,,,,
S01364,Lisa Velasquez,2014-01-24,Grade 3,+1-953-520-4235x8101,11.0,0.0,0.0,100.0,,,,,,,,,,,,
S01365,william turner,2008-06-24,Grade 2,+1-943-568-9181x77600,17.0,0.0,0.0,53.0,,,,,,,,,,,,
S01366,James Turner,2010-02-05,Grade 3,496-446-1450x226,15.0,0.0,0.0,46.0,,,,,,,,,,,,
S01367,Erin Clark,2018-09-05,Grade 3,(970)479-9390x05181,7.0,0.0,1.0,46.0,,,,,,,,,,,,
S01368,David Cantu,2016-04-06,Grade 1,843-483-3922x17267,9.0,0.0,1.0,94.0,,,,,,,,,,,,
S01369,terri bernard,2007-03-12,Grade 1,001-216-826-5238,18.0,1.0,1.0,45.0,,,,,,,,,,,,
S01370,Shane Mayer,2014-12-12,Grade 2,7417449185,10.0,0.0,1.0,74.0,,,,,,,,,,,,
S01371,Ann Rasmussen,2017-07-30,Grade 1,(811)812-7223,8.0,0.0,0.0,79.0,,,,,,,,,,,,
S01372,Lori Joseph,2007-01-17,Grade 2,001-275-430-1039,18.0,0.0,0.0,57.0,,,,,,,,,,,,
S01373,Rachel Ramirez,2015-06-15,Grade 5,001-328-840-6986,10.0,0.0,0.0,62.0,,,,,,,,,,,,
S01374,Laurie Collins,2015-10-06,Grade 4,001-764-858-0767x391,10.0,0.0,1.0,50.0,,,,,,,,,,,,
S01375,Monica Miller,2012-09-26,Grade 3,+1-471-807-1571x82252,13.0,0.0,1.0,80.0,,,,,,,,,,,,
S01376,samuel boyer,2008-06-20,Grade 2,+1-501-418-1653x29048,17.0,0.0,1.0,98.0,,,,,,,,,,,,
S01377,Jacob Richardson,2017-11-14,Grade 2,(336)970-7296x728,8.0,0.0,1.0,85.0,,,,,,,,,,,,
S01378,Miranda Williams,,Grade 2,9595465051,13.0,0.0,0.0,81.0,,,,,,,,,,,,
S01379,James Carter,2018-05-15,Grade 1,9397504914,7.0,0.0,1.0,66.0,,,,,,,,,,,,
S01380,Troy Barber,2014-02-21,Grade 5,820-899-2579x874,11.0,0.0,0.0,76.0,,,,,,,,,,,,
S01381,David Robertson,,Grade 1,(920)742-0386x2533,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S01382,James Houston,2013-10-17,Grade 1,8278308936,12.0,0.0,1.0,40.0,,,,,,,,,,,,
S01383,Victor Malone,2015-04-16,Grade 4,unknown,10.0,0.0,0.0,71.0,,,,,,,,,,,,
S01384,Robert Blake,2014-12-11,Grade 5,+1-867-666-0929x737,10.0,1.0,0.0,85.0,,,,,,,,,,,,
S01385,George Trujillo,,Grade 5,335-717-9854,13.0,0.0,0.0,43.0,,,,,,,,,,,,
S01386,Diana Hanson,2018-01-01,Grade 2,4956058047,7.0,0.0,0.0,80.0,,,,,,,,,,,,
S01387,Joseph Lewis,2013-02-03,Grade 4,+1-647-897-4689x75149,12.0,1.0,1.0,88.0,,,,,,,,,,,,
S01388,Shawn Gordon III,2007-02-11,Grade 1,632-706-8020,18.0,0.0,1.0,54.0,,,,,,,,,,,,
S01389,Ashley Bright,2008-05-07,Grade 1,+1-792-700-6140x155,17.0,0.0,1.0,83.0,,,,,,,,,,,,
S01390,Jordan Love DDS,2011-12-11,Grade 4,871-747-7806,13.0,0.0,1.0,88.0,,,,,,,,,,,,
S01391,Wendy Thomas,2010-10-08,Grade 2,7383384288,15.0,0.0,0.0,70.0,,,,,,,,,,,,
S01392,Daniel Jordan,2009-03-24,Grade 1,427.346.2372x1603,16.0,0.0,1.0,57.0,,,,,,,,,,,,
S01393,Holly Mclean,2011-12-26,Grade 3,+1-995-863-8830x5368,13.0,1.0,1.0,82.0,,,,,,,,,,,,
S01394,sean hall,2018-06-14,Grade 5,698.943.4247x441,7.0,1.0,0.0,68.0,,,,,,,,,,,,
S01395,ronald craig,2017-12-04,Grade 4,915-985-0783x4607,7.0,1.0,0.0,53.0,,,,,,,,,,,,
S01396,Michael Benjamin,2015-11-15,Grade 2,722.910.4420x45097,10.0,0.0,1.0,93.0,,,,,,,,,,,,
S01397,Rachel Wood,2010-11-27,Grade 1,522-922-1959x69111,14.0,0.0,0.0,81.0,,,,,,,,,,,,
S01398,William Johnston,2007-12-17,Grade 2,953-890-3111x383,17.0,1.0,1.0,91.0,,,,,,,,,,,,
S01399,Daniel Flores,2007-02-26,Grade 4,326-392-0083,18.0,0.0,1.0,74.0,,,,,,,,,,,,
S01400,Nicole Carlson,2006-06-13,Grade 3,890-452-3534x75769,19.0,0.0,1.0,80.0,,,,,,,,,,,,
S01401,Melanie Logan,2010-11-03,Grade 5,(762)918-2008,15.0,1.0,0.0,61.0,,,,,,,,,,,,
S01402,Patrick Obrien,2014-11-16,Grade 2,626.965.5145x4701,11.0,0.0,1.0,79.0,,,,,,,,,,,,
S01403,Joshua Carson,2018-06-12,Grade 4,(492)916-7712,7.0,0.0,0.0,93.0,,,,,,,,,,,,
S01404,Joanne Fowler,2009-08-06,Grade 5,684.970.2719x975,16.0,0.0,1.0,82.0,,,,,,,,,,,,
S01405,Andrew Proctor,,Grade 4,(957)730-6153,13.0,0.0,0.0,53.0,,,,,,,,,,,,
S01406,alyssa anthony,2017-06-09,Grade 2,909.543.3337x2866,8.0,0.0,0.0,59.0,,,,,,,,,,,,
S01407,Nathan Alexander,2008-04-16,Grade 2,242.211.3753x44986,17.0,1.0,1.0,72.0,,,,,,,,,,,,
S01408,Yolanda Parks,2006-07-06,Grade 2,(916)829-9560x435,19.0,0.0,1.0,70.0,,,,,,,,,,,,
S01409,Thomas Smith,2010-04-29,Grade 5,001-835-342-0288x8501,15.0,0.0,0.0,55.0,,,,,,,,,,,,
S01410,donna payne,2007-10-16,Grade 3,(637)437-2725,18.0,0.0,1.0,70.0,,,,,,,,,,,,
S01411,Katherine Torres,2016-12-08,Grade 4,457-379-7329x84796,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S01412,robert garcia,2010-09-04,Grade 1,+1-758-785-3847,15.0,0.0,0.0,98.0,,,,,,,,,,,,
S01413,Carl Adams,2015-11-28,Grade 1,4033276801,9.0,0.0,0.0,62.0,,,,,,,,,,,,
S01414,Richard Lee,2010-12-14,Grade 5,713.886.6822,14.0,1.0,1.0,76.0,,,,,,,,,,,,
S01415,Christine Barker,2010-11-22,Grade 5,001-942-562-8245x8355,15.0,0.0,0.0,70.0,,,,,,,,,,,,
S01416,Lindsey Davis,2011-06-24,Grade 5,unknown,14.0,0.0,0.0,95.0,,,,,,,,,,,,
S01417,Amy Phillips,2015-07-10,Grade 2,408.568.6415,10.0,0.0,1.0,84.0,,,,,,,,,,,,
S01418,linda maddox,2010-09-22,Grade 1,(506)814-3000,15.0,0.0,1.0,71.0,,,,,,,,,,,,
S01419,Christina Noble,2014-05-06,Grade 4,500-580-2967x8358,11.0,0.0,0.0,70.0,,,,,,,,,,,,
S01420,Steven Downs,2010-07-14,Grade 5,4704404461,15.0,0.0,1.0,56.0,,,,,,,,,,,,
S01421,Deanna Morgan,2013-03-15,Grade 5,605-525-5708,12.0,0.0,0.0,70.0,,,,,,,,,,,,
S01422,Curtis Jones,2010-05-11,Grade 3,+1-755-943-7892x7955,15.0,0.0,0.0,47.0,,,,,,,,,,,,
S01423,Linda Parker,2018-07-23,Grade 1,217-384-9308x634,7.0,0.0,0.0,82.0,,,,,,,,,,,,
S01424,William Mcintosh,2018-10-23,Grade 2,001-361-935-9728x2683,7.0,1.0,1.0,65.0,,,,,,,,,,,,
S01425,Rachael Kramer,2013-08-29,Grade 4,835-651-7558x3398,12.0,0.0,0.0,48.0,,,,,,,,,,,,
S01426,philip green,2017-05-27,Grade 1,802-855-9954x534,8.0,0.0,0.0,70.0,,,,,,,,,,,,
S01427,Jason Black,2010-02-22,Grade 3,+1-601-765-3489,15.0,0.0,0.0,89.0,,,,,,,,,,,,
S01428,Katherine Vasquez,2009-02-03,Grade 4,(303)724-5004x172,16.0,0.0,0.0,80.0,,,,,,,,,,,,
S01429,Daniel Harris,2008-09-18,Grade 3,2985064063,17.0,0.0,0.0,74.0,,,,,,,,,,,,
S01430,Sharon Pennington,2013-05-11,Grade 2,489-495-1249,12.0,0.0,0.0,55.0,,,,,,,,,,,,
S01431,Jacob Hernandez,2010-07-28,Grade 2,+1-894-271-1251x924,15.0,0.0,0.0,67.0,,,,,,,,,,,,
S01432,Kaitlin James,2009-04-09,Grade 3,001-216-983-2689x30562,16.0,0.0,1.0,70.0,,,,,,,,,,,,
S01433,Christopher Lawrence,2013-04-06,Grade 4,(702)918-3929,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S01434,Brittany Rios,2014-01-09,Grade 1,001-282-460-3968x9318,11.0,0.0,0.0,54.0,,,,,,,,,,,,
S01435,Kevin Chapman,2009-03-19,Grade 2,728.368.8598,16.0,0.0,1.0,45.0,,,,,,,,,,,,
S01436,Kyle Chase,2016-09-18,Grade 1,6525820576,9.0,0.0,0.0,72.0,,,,,,,,,,,,
S01437,Jennifer Jenkins,2009-07-18,Grade 4,322.665.5822,16.0,0.0,0.0,76.0,,,,,,,,,,,,
S01438,Amanda Buchanan,2013-05-11,Grade 4,unknown,12.0,1.0,1.0,70.0,,,,,,,,,,,,
S01439,Kathy Mullins,2010-10-21,Grade 4,(269)540-7302x94583,15.0,1.0,0.0,70.0,,,,,,,,,,,,
S01440,Michelle Zavala,2017-05-31,Grade 4,569-669-2682,8.0,1.0,0.0,97.0,,,,,,,,,,,,
S01441,James Graham,2008-11-03,Grade 3,001-430-685-9930x3489,17.0,0.0,1.0,55.0,,,,,,,,,,,,
S01442,Pamela Nelson,2007-08-28,Grade 4,001-534-492-9907x9383,18.0,1.0,0.0,59.0,,,,,,,,,,,,
S01443,Theresa Green,2016-05-30,Grade 4,(731)847-4084,9.0,0.0,1.0,42.0,,,,,,,,,,,,
S01444,Mr. Caleb Vasquez,2018-12-27,Grade 3,706-654-4117x826,6.0,0.0,1.0,85.0,,,,,,,,,,,,
S01445,Hunter Vasquez,2010-09-10,Grade 2,799.350.1979,15.0,0.0,1.0,90.0,,,,,,,,,,,,
S01446,Derek Rodriguez,2013-05-12,Grade 1,001-525-401-3541x7372,12.0,1.0,1.0,45.0,,,,,,,,,,,,
S01447,Tiffany Vazquez,2012-08-02,Grade 3,001-905-302-4210x92227,13.0,0.0,0.0,73.0,,,,,,,,,,,,
S01448,jennifer ortega,2006-03-14,Grade 4,+1-858-819-6962x0170,19.0,1.0,0.0,77.0,,,,,,,,,,,,
S01449,Ryan Evans,2006-12-10,Grade 3,421.971.2527x6179,18.0,0.0,0.0,70.0,,,,,,,,,,,,
S01450,Melissa Thompson,2007-04-26,Grade 3,884-858-9554,18.0,0.0,0.0,77.0,,,,,,,,,,,,
S01451,Rebecca Sanchez,2006-09-22,Grade 1,(445)713-0430x9903,19.0,1.0,0.0,71.0,,,,,,,,,,,,
S01452,Tara Pham,2010-05-24,Grade 5,702-560-5648x38522,15.0,0.0,1.0,55.0,,,,,,,,,,,,
S01453,Thomas Kemp,2007-12-17,Grade 5,226.335.0979,17.0,0.0,1.0,63.0,,,,,,,,,,,,
S01454,Nancy Brown,2011-07-02,Grade 1,001-473-293-1979x185,14.0,0.0,0.0,95.0,,,,,,,,,,,,
S01455,Matthew Johnson,2007-08-09,Grade 1,533.275.0343x6900,18.0,0.0,1.0,40.0,,,,,,,,,,,,
S01456,Kevin Lucero,2007-02-26,Grade 5,001-492-739-7087x730,18.0,0.0,0.0,74.0,,,,,,,,,,,,
S01457,Oscar Garner,2007-12-26,Grade 2,381.766.3722,17.0,0.0,0.0,40.0,,,,,,,,,,,,
S01458,Jonathan Moreno,2010-06-24,Grade 4,+1-613-469-0995x90163,15.0,0.0,0.0,55.0,,,,,,,,,,,,
S01459,Kenneth Evans,2017-09-01,Grade 3,+1-805-349-8613x3529,8.0,0.0,0.0,63.0,,,,,,,,,,,,
S01460,Ricky Norton,2009-05-13,Grade 1,+1-226-692-3156x546,16.0,1.0,1.0,64.0,,,,,,,,,,,,
S01461,Lisa Mccann,2011-01-05,Grade 1,001-317-598-1742,14.0,0.0,0.0,52.0,,,,,,,,,,,,
S01462,summer thomas,2010-06-22,Grade 3,9467084848,15.0,0.0,0.0,90.0,,,,,,,,,,,,
S01463,Gerald Phelps,,Grade 2,+1-224-563-2784x362,13.0,0.0,1.0,63.0,,,,,,,,,,,,
S01464,Tracy Castro,2011-11-30,Grade 1,+1-940-301-7878,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S01465,Tina Wilkerson,2018-08-21,Grade 5,428.768.3876x507,7.0,0.0,1.0,70.0,,,,,,,,,,,,
S01466,Elizabeth Castillo,2013-07-21,Grade 3,001-939-465-9149x090,12.0,0.0,0.0,45.0,,,,,,,,,,,,
S01467,Craig Flowers,,Grade 3,464.673.8679x446,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S01468,Richard Schaefer,2008-09-05,Grade 3,(691)860-9565,17.0,0.0,0.0,69.0,,,,,,,,,,,,
S01469,Kristin Chase,2012-11-28,Grade 4,(816)279-9580x13886,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S01470,Brittney Mccarthy,2011-11-10,Grade 3,(617)717-3036,14.0,0.0,1.0,82.0,,,,,,,,,,,,
S01471,Crystal Burgess,2011-04-30,Grade 5,(302)910-4068,14.0,0.0,0.0,64.0,,,,,,,,,,,,
S01472,Susan Matthews,2017-05-30,Grade 5,392-796-2827x856,8.0,0.0,0.0,74.0,,,,,,,,,,,,
S01473,Jonathan Reed,2017-10-22,Grade 4,285.448.7030,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S01474,Karen Lucas,2017-09-03,Grade 1,7492844677,8.0,0.0,0.0,70.0,,,,,,,,,,,,
S01475,Garrett Wilcox,2009-04-01,Grade 2,738.486.4871x55537,16.0,1.0,1.0,67.0,,,,,,,,,,,,
S01476,Stuart Bartlett,2014-05-27,Grade 2,(740)979-9271x84851,11.0,0.0,0.0,90.0,,,,,,,,,,,,
S01477,David Duncan,2010-02-21,Grade 3,+1-870-483-9198x04996,15.0,0.0,1.0,68.0,,,,,,,,,,,,
S01478,Anthony Park,2018-03-19,Grade 4,789.462.0513,7.0,0.0,0.0,71.0,,,,,,,,,,,,
S01479,Richard Merritt,2013-07-30,Grade 5,(241)873-2162x73468,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S01480,Benjamin Farmer,,Grade 3,+1-329-882-1702x14636,13.0,0.0,0.0,84.0,,,,,,,,,,,,
S01481,Melissa Lee,2014-09-29,Grade 4,001-836-488-9758x5388,11.0,1.0,1.0,40.0,,,,,,,,,,,,
S01482,Tracy Moses,2007-06-24,Grade 3,417.292.8590x6446,18.0,1.0,0.0,99.0,,,,,,,,,,,,
S01483,Amy Watkins,2011-10-07,Grade 1,001-897-399-9074x2079,14.0,0.0,1.0,70.0,,,,,,,,,,,,
S01484,Kathleen Barnett,2016-08-06,Grade 1,+1-547-562-8130x6252,9.0,0.0,1.0,63.0,,,,,,,,,,,,
S01485,Ashley Watson,2012-12-01,Grade 3,395-601-5311,12.0,0.0,0.0,67.0,,,,,,,,,,,,
S01486,David Walters,2010-11-05,Grade 2,001-754-738-6417,15.0,0.0,0.0,68.0,,,,,,,,,,,,
S01487,Tammy Young,2009-10-20,Grade 1,316.529.3694x347,16.0,1.0,0.0,76.0,,,,,,,,,,,,
S01488,Joseph Townsend,2011-04-22,Grade 5,671.831.2217x0688,14.0,0.0,0.0,57.0,,,,,,,,,,,,
S01489,Felicia Fitzpatrick,,Grade 1,504.590.6404x454,13.0,0.0,1.0,66.0,,,,,,,,,,,,
S01490,Gabrielle Evans,2013-08-02,Grade 4,587.740.6231,12.0,1.0,1.0,52.0,,,,,,,,,,,,
S01491,Susan Rosario,,Grade 1,+1-830-805-9934x6310,13.0,1.0,1.0,42.0,,,,,,,,,,,,
S01492,Christopher Robinson,2011-07-14,Grade 1,(816)441-7756,14.0,0.0,1.0,40.0,,,,,,,,,,,,
S01493,Laura Powers,2013-05-19,Grade 4,447-398-3532x66125,12.0,0.0,0.0,48.0,,,,,,,,,,,,
S01494,Lori Olson,2009-07-14,Grade 4,(549)548-5637x595,16.0,1.0,1.0,66.0,,,,,,,,,,,,
S01495,Tyler Guzman,2011-05-14,Grade 3,981-601-8924x604,14.0,0.0,1.0,93.0,,,,,,,,,,,,
S01496,Carrie Pennington,2011-06-16,Grade 3,+1-294-397-5725x2273,14.0,0.0,1.0,45.0,,,,,,,,,,,,
S01497,Karen Caldwell,,Grade 4,446-433-4880,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S01498,Sandra Perez,2006-05-11,Grade 4,889.282.7408x172,19.0,0.0,1.0,95.0,,,,,,,,,,,,
S01499,Tonya Schmidt DDS,2016-03-10,Grade 5,unknown,9.0,1.0,1.0,49.0,,,,,,,,,,,,
S01500,Manuel Johnston,2011-11-11,Grade 3,001-508-669-8780x5262,14.0,0.0,1.0,55.0,,,,,,,,,,,,
S01501,Michael Terrell,2010-01-10,Grade 5,427-666-5679,15.0,0.0,0.0,40.0,,,,,,,,,,,,
S01502,Richard Duncan,2018-01-31,Grade 2,(593)673-0190,7.0,0.0,0.0,60.0,,,,,,,,,,,,
S01503,Cheryl Estrada,2017-11-21,Grade 3,626-928-6286,7.0,0.0,0.0,85.0,,,,,,,,,,,,
S01504,Joseph Ferrell,2008-11-24,Grade 2,(670)418-0973x848,16.0,0.0,0.0,51.0,,,,,,,,,,,,
S01505,Sandra Williamson,2014-11-10,Grade 2,7526128202,11.0,0.0,0.0,65.0,,,,,,,,,,,,
S01506,Kenneth Martin,,Grade 3,961.536.7891x10377,13.0,0.0,1.0,71.0,,,,,,,,,,,,
S01507,Christopher Villanueva,2007-07-08,Grade 1,953.926.1988x17657,18.0,0.0,0.0,70.0,,,,,,,,,,,,
S01508,Daniel Castro,2009-08-15,Grade 5,723.582.4743x1735,16.0,1.0,0.0,76.0,,,,,,,,,,,,
S01509,Kelsey Bright,2018-03-11,Grade 5,001-990-416-0201,7.0,0.0,0.0,78.0,,,,,,,,,,,,
S01510,Ryan Herrera,2016-10-20,Grade 2,+1-612-328-0500,9.0,0.0,0.0,74.0,,,,,,,,,,,,
S01511,Daniel Thomas,,Grade 4,(690)232-4121x98176,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S01512,tamara adkins,2013-01-31,Grade 3,535-879-6357x707,12.0,0.0,1.0,41.0,,,,,,,,,,,,
S01513,Renee Diaz,,Grade 5,001-668-410-4212x331,13.0,1.0,0.0,46.0,,,,,,,,,,,,
S01514,Shannon Ellis,2008-06-29,Grade 5,682-802-9313,17.0,1.0,0.0,81.0,,,,,,,,,,,,
